Country,Section,Detail
Canada,Body Language,"Generally speaking, Canadians are more reserved than 
              Americans. Canadians generally don't touch very much when 
              conversing. Maintaining a certain amount of personal space is 
              important."
Canada,Body Language,"French Canadians are generally more animated and expressive 
              than other Canadians."
Canada,Body Language,Take off your hat or sunglasses when speaking with someone.
Canada,Body Language,"Some gestures have different meanings in Quebec. For example, 
              ""thumbs down"" is considered offensive in Quebec, as is slapping an 
              open palm over a closed fist. Like the rest of their countrymen 
              and women, French-Canadians use the ""thumbs up"" sign to mean 
              ""okay. ""The ""okay"" sign made with the index finger and thumb means 
              ""zero"" in Quebec."
Canada,Body Language,"In Quebec, sit straight with your legs crossed at the knee, or 
              with your knees together. Don't sit with your legs apart, or with 
              your feet propped up on tables or chairs."
Canada,Body Language,"It's considered bad form by many in Quebec to talk with your 
              hands in your pockets."
Canada,Body Language,"Sneeze or blow your nose as quietly as possible using a 
              handkerchief or tissue. If possible, leave the room. Do not yawn 
              or scratch in public. Toothpicks, nail clippers, and combs are 
              never used in public."
Canada,Corporate Culture,"Punctuality is demanded for business meetings and social 
              occasions. If a conflict arises, you are expected to let your 
              Canadian counterpart know immediately. That said, Canadians are 
              not as obsessed with time as Americans."
Canada,Corporate Culture,Business cards are commonly exchanged in Canada.
Canada,Corporate Culture,"For Quebec, print your business cards in English or French, 
              including your academic degree(s) and/or title. A double-sided 
              business card (one side in English, one side in French) is best."
Canada,Corporate Culture,"Canadians get down to business quickly. Meetings are 
              well-organized, and extraneous discussion is kept to a minimum. A 
              premium is placed on time."
Canada,Corporate Culture,"Business communication is quite direct in Canada, but more 
              reserved than in the United States. Letters and telephone calls 
              should be direct and succinct. Pleasantries are dispensed with 
              very quickly."
Canada,Corporate Culture,"Business culture varies somewhat throughout Canada, depending 
              on the region."
Canada,Corporate Culture,"Although the relationship between Canada and the United States 
              is generally quite good, some Canadians may be wary about the 
              intentions of American businesses and put off by what they 
              perceive as American arrogance. Some Canadians may dislike the 
              American ""hard sell"" approach."
Canada,Dining and Entertainment,"To beckon a waiter in Quebec, quietly to say ""Monsieur"" or 
              ""S'il vous plait. Say ""Mademoiselle"" to beckon a waitress. Never 
              beckon a waiter or waitress by snapping your fingers or shouting."
Canada,Dining and Entertainment,"The host normally offers first toast. Wait until everyone is 
              served wine and a toast is proposed before drinking. It is 
              acceptable for women to propose a toast."
Canada,Dining and Entertainment,Wine is normally served with meals in Quebec.
Canada,Dining and Entertainment,"In Quebec, it's considered bad form to ask for a martini or 
              scotch before dinner — French Canadians consider them ""palate 
              numbing."" Typical before-dinner drinks include Pernod, kir, 
              champagne, and vermouth. Cognac, Grand Marnier and/or other 
              liqueurs are served after dinner."
