Country,Section,Detail
Australia,The People,"Australians sit in the front seat of a taxi/limousine. A 
              single passenger sitting in the back seat is viewed as ""putting on 
              airs."""
Australia,The People,"Australians respect people with strong opinions, even if they 
              don't agree."
Australia,The People,"Avoid discussions about the treatment of the aboriginal 
              people."
Australia,The People,"Don’t comment on anyone's accent. Accents often distinguish 
              social class."
Australia,The People,"If you are teased, you are expected to reply in kind, with 
              good humor. Such self-confidence will increase an Australian's 
              respect for you. They do not admire a subservient attitude."
Australia,The People,Do not sniff or blow your nose in public.
Australia,Meeting and Greeting,"Shake hands with everyone present upon meeting and before 
              leaving. Allow women to offer their hands first."
Australia,Meeting and Greeting,Women generally do not shake hands with other women.
Australia,Meeting and Greeting,"Use titles, Mr., Mrs., and Miss when first introduced."
Australia,Meeting and Greeting,"Australians generally move to a first-name basis quickly. 
              Still, wait to use first names until invited to do so."
Australia,Meeting and Greeting,Academic or job-related titles are downplayed.
Australia,Meeting and Greeting,Body Language
Australia,Meeting and Greeting,To beckon a waiter use a quiet hand motion.
Australia,Meeting and Greeting,"When yawning, cover your mouth and excuse yourself."
Australia,Meeting and Greeting,Winking at women is considered rude.
Australia,Meeting and Greeting,"The ""V"" sign (made with index and middle fingers, palm facing 
              inward) is a very vulgar gesture. The ""thumbs up"" gesture is also 
              considered obscene."
Australia,Meeting and Greeting,Corporate Culture
Australia,Meeting and Greeting,"Personal relationships are important in the Australian 
              business world. Connections are valued. An introduction by an 
              established representative may be helpful in establishing a 
              relationship with an Australian firm."
Australia,Meeting and Greeting,"Australians take punctuality seriously. If possible, arrive 
              fifteen minutes early for a business meeting."
Australia,Meeting and Greeting,"Australians will quickly get down to business. Communications 
              will be direct, good-humored and to the point."
Australia,Meeting and Greeting,"Australian businesspeople tend to be pragmatic, efficient and 
              profit-oriented. They appreciate straight-forward, open 
              presentations."
Australia,Meeting and Greeting,"Australians dislike one-upmanship. Don’t overplay 
              qualifications, rank or titles."
Australia,Meeting and Greeting,"Negotiations proceed quickly. Bargaining is not customary. 
              Proposals should be presented with acceptable terms. Leave some 
              allowance for some give and take."
Australia,Meeting and Greeting,"Australians will often negotiate major issues without 
              over-emphasis on details. However, contracts are generally 
              detailed and firm."
Australia,Meeting and Greeting,Dining and Entertainment
Australia,Meeting and Greeting,Always arrive on time or a few minutes early for a dinner.
Australia,Meeting and Greeting,"The person who makes the invitation generally pays the bill in 
              restaurants. However, it isn't unusual for friends to split the 
              bill."
Australia,Meeting and Greeting,"Australians follow continental-style dining etiquette (fork 
              held in the left hand; knife in right)."
