,Country,Section,Detail,Unnamed: 0
1282,Canada,Regional Differences,"Atlantic Canada (includes the Maritimes -- Nova Scotia, New 
            Brunswick, and Prince Edward Island -- and Newfoundland): Primarily 
            of British descent, the residents of the less prosperous Atlantic 
            provinces of eastern Canada are generally more reserved, stolid, 
            provincial and old-fashioned. Newfoundland is unique, with a dialect 
            and culture that draws comparisons with the Irish and the people of 
            western England.",
1283,Canada,Regional Differences,"Ontario: Residents of Canada's most populous province -- the 
            country's economic, political and cultural colossus -- are generally 
            thought of as more business-like and conservative than other 
            Canadians.",
1284,Canada,Regional Differences,"Western Canada (includes Alberta, Saskatchewan and Manitoba): 
            Residents of Canada's western provinces are generally more open, 
            relaxed, friendly and direct than other Canadians (comparisons are 
            often made with inhabitants of the western United States).",
1285,Canada,Regional Differences,"British Columbia: Canada's unconventional westernmost province is 
            seen by Canadians as the land of the future, and has more in common 
            with Seattle than Toronto. Like many other western Canadians, many 
            residents of British Columbia feel somewhat estranged from 
            ""easterners"" (a general code word for those from Ontario and 
            Quebec).",
1286,Canada,Regional Differences,"Quebec (and other areas of Francophone Canada): French Canadians, 
            and especially the Québécois (or citizens of Quebec, pronounced 
            ""keh-beck-wah"") have a very strong sense of cultural identity and 
            are very nationalistic. The European influence is strongly felt in 
            Quebec, whose people consider themselves the ""defenders of French 
            civilization in North America."" Because of their animated good 
            nature, Québécois are sometimes called the ""Latins of the North.""",
1287,Canada,Regional Differences,"The North: Residents of the sparsely populated north are seen as 
            rugged embodiments of the Canadian pioneer spirit.",
1289,Canada,Regional Differences,"In general, Canadians are more reserved and polite than 
              Americans, and take matters of etiquette a little more seriously.",
1290,Canada,Regional Differences,"Shake hands and introduce yourself when meeting Canadians for 
              the first time. Always shake hands firmly when meeting or 
              departing. Eye contact is important.",
1291,Canada,Regional Differences,"When a woman enters or leaves a room, it is polite for men to 
              rise. Men normally offer their hands to women.",
1292,Canada,Regional Differences,"In Quebec, kissing on the cheeks in the French manner is quite 
              common. When close friends and family meet in Quebec, they use 
              first names and kiss both cheeks.",
1293,Canada,Regional Differences,"An older French Canadian man may kiss the hand of a woman. 
              Accept this gesture graciously. A foreign man shouldn't kiss the 
              hand of a French Canadian woman, who would be quite shocked.",
1294,Canada,Regional Differences,"Canadians are somewhat more formal than Americans with regard 
              to names and titles. Use last names and appropriate titles until 
              invited by your Canadian hosts or colleagues to use their first 
              names. First names are normally used only by close friends and 
              family. Western Canadians may use first names more frequently than 
              other Canadians.",
1295,Canada,Regional Differences,"In Quebec, coworkers of similiar status generally use first 
              names in private, but always last names in public. The formal 
              ""you"" is almost always used in a business setting, even after 20 
              years.",
1296,Canada,Regional Differences,"Academic titles and degrees are important to French Canadians. 
              You should know and use them properly.",
1298,Canada,Regional Differences,"English and French are both official languages of business in 
              Canada. However, virtually all international business is conducted 
              in English.",
1299,Canada,Regional Differences,"Most French Canadians speak and understand English, but prefer 
              to use French. Check ahead of time to find out if an interpreter 
              will be necessary.",
1301,Canada,Regional Differences,"Generally speaking, Canadians are more reserved than 
              Americans. Canadians generally don't touch very much when 
              conversing. Maintaining a certain amount of personal space is 
              important.",
1302,Canada,Regional Differences,"French Canadians are generally more animated and expressive 
              than other Canadians.",
1303,Canada,Regional Differences,Take off your hat or sunglasses when speaking with someone.,
1304,Canada,Regional Differences,"Some gestures have different meanings in Quebec. For example, 
              ""thumbs down"" is considered offensive in Quebec, as is slapping an 
              open palm over a closed fist. Like the rest of their countrymen 
              and women, French-Canadians use the ""thumbs up"" sign to mean 
              ""okay. ""The ""okay"" sign made with the index finger and thumb means 
              ""zero"" in Quebec.",
1305,Canada,Regional Differences,"In Quebec, sit straight with your legs crossed at the knee, or 
              with your knees together. Don't sit with your legs apart, or with 
              your feet propped up on tables or chairs.",
1306,Canada,Regional Differences,"It's considered bad form by many in Quebec to talk with your 
              hands in your pockets.",
1307,Canada,Regional Differences,"Sneeze or blow your nose as quietly as possible using a 
              handkerchief or tissue. If possible, leave the room. Do not yawn 
              or scratch in public. Toothpicks, nail clippers, and combs are 
              never used in public.",
1309,Canada,Regional Differences,"Punctuality is demanded for business meetings and social 
              occasions. If a conflict arises, you are expected to let your 
              Canadian counterpart know immediately. That said, Canadians are 
              not as obsessed with time as Americans.",
